step,node,type,q_pred,q_pred_context,q_pred_type_context,q_pred_lcb_context,q_pred_context_lcb,q_typed_residual_context,typed_residual_correction,typed_residual_effective_alpha,score_pred,reward_pred,reward_pred_context,reward_pred_type_context,fc_pred,pattern_pred,return_pred,typed_marginal_pred,typed_return_pred,typed_sa_reduction_total_pred,typed_sa0_reduction_pred,typed_sa1_reduction_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,consensus_pred_context,consensus_pred_type_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy,adaptive_confidence_gap,adaptive_expanded
1,N1180,control1,1.8881059885025024,2.8488017246872186,2.686364769935608,0.38585779197514053,1.8517211210466922,2.9488017246872187,1.0,0.1,1.8881059885025024,0.7165923118591309,2.391436206549406,2.2928154945373533,0.007165923118591309,0.4242992401123047,0.04669532924890518,1.5809615850448608,2.396078109741211,0.04769540764391422,0.07468608766794205,0.0207047276198864,0.04669532924890518,1.0742105650901794,0.09646203368902206,0.21926899254322052,0.07132156938314438,98506.4296875,39555.23828125,58951.19140625,102295.140625,42907.65234375,59387.484375,-0.038461558520793915,-0.08475272357463837,-0.007400918751955032,-3.8461558520793915,10.409491010010242,2.0293555814027786,9.837025279179215,1.9664663581550121,2.445882332324982,2.6321247437596322,2.9488017246872187,2.9488017246872187,2.9488017246872187,greedy,2.9488017246872187,0.0,hard_fault_cluster,,False
2,N2081,observe,2.1174519062042236,2.187799350246787,1.7079194903373716,0.2989054357260466,1.4220695776604118,2.2745017825512504,0.9229425876280172,0.09394130628134759,2.1174519062042236,0.8096455931663513,1.8877719745039938,1.63904173374176,0.008096455931663513,0.39875516295433044,0.03496228903532028,1.5475198030471802,2.0997538566589355,0.024937044829130173,0.09797712415456772,-0.04810303449630737,0.03496228903532028,0.017879342585801927,0.10171167552471161,0.21217484772205353,0.07581041008234024,102299.1640625,42914.09375,59385.0703125,103398.609375,44278.7421875,59119.86328125,-0.010747353546321392,-0.03179953992366791,0.004465887323021889,-1.0747353546321392,11.015775434672832,2.2514383670687677,10.382319523021579,2.1634498950839043,1.9331003673374652,1.746478600539267,2.2745017825512504,5.2233035072384695,5.2233035072384695,greedy,2.2745017825512504,0.0,hard_fault_cluster,,False
3,N2076,observe,1.8906950950622559,2.758009453667328,2.3674715757369995,0.34144888541661206,1.7927061448837633,2.8462591439257876,1.0,0.08824969025845955,1.8906950950622559,0.789752721786499,2.435234739026055,1.9877737641334532,0.00789752721786499,0.40179458260536194,0.03369986265897751,1.4888993501663208,1.8696197271347046,0.017350366339087486,0.09073147922754288,-0.056030746549367905,0.03369986265897751,-0.28795329979620876,0.09654784202575684,0.2007557600736618,0.07073096185922623,103398.6796875,44278.8125,59119.8671875,103848.65625,44691.4375,59157.21484375,-0.004351859912276268,-0.009318791329860687,-0.0006317276856862009,-0.4351859912276268,10.47823678702116,2.424338004682213,9.860647348687053,2.441927073094994,2.4555611940566453,2.1852544221305292,2.8462591439257876,8.069562651164258,8.069562651164258,greedy,2.8462591439257876,0.0,hard_fault_cluster,,False
4,N3861,control0,1.2744057178497314,1.3546444796118886,1.5037648916244506,0.26558771167881784,0.8805189117477277,1.3277126069193659,-0.324860395152758,0.08290291181804005,1.2744057178497314,0.7290064096450806,1.4265666204504668,2.0786181211471555,0.007290064096450805,0.38582631945610046,0.03914915770292282,1.0976883172988892,1.471664309501648,0.012407641857862473,0.09903546422719955,-0.07422018051147461,0.03914915770292282,0.27835126534104343,0.0845794677734375,0.18465185165405273,0.05726425349712372,103848.71875,44691.5546875,59157.16015625,102704.3046875,43650.6328125,59053.671875,0.011020011268556118,0.023291243240237236,0.001749378745444119,1.1020011268556118,9.226102344691753,0.8895540478080511,8.64998566918075,0.807270583678037,1.2666087478399275,1.8305634205043315,1.3277126069193659,9.397275258083624,9.397275258083624,greedy,1.3277126069193659,0.0,hard_fault_cluster,,False
5,N2075,observe,1.7299094200134277,1.5336443248391152,1.487691617012024,0.13900541573762895,0.9968688111454249,1.5981908878453452,0.8287942745983615,0.0778800783071405,1.7299094200134277,0.802550196647644,1.3308076590299607,1.2453129172325133,0.00802550196647644,0.3975091278553009,0.03622981160879135,1.3287947177886963,1.5965341329574585,0.021064383909106255,0.08988925069570541,-0.047760482877492905,0.03622981160879135,-0.7667140913009644,0.0911189466714859,0.19447125494480133,0.06510470807552338,102704.375,43650.609375,59053.765625,102930.4375,43964.65625,58965.78515625,-0.0022010989487171173,-0.007194558624178171,0.001489836722612381,-0.22010989487171173,9.950674675405025,1.5862613534927368,9.321589669212699,1.5587025141716004,1.5022977590560913,1.530415266752243,1.5981908878453452,10.995466145928969,10.995466145928969,greedy,1.5981908878453452,0.0,hard_fault_cluster,,False
6,N3076,control0,1.331058144569397,1.1657958765327932,1.0366506040096282,0.2250820697844028,0.7577673197463156,1.1839976230446876,0.2487883772808503,0.07316156289466418,1.331058144569397,0.6907070875167847,1.0147575169801712,0.4283800601959228,0.006907070875167847,0.41023415327072144,0.04421078413724899,1.0437275171279907,1.4181534051895142,0.05384852737188339,0.1759367287158966,-0.06823967397212982,0.04421078413724899,0.4581441047787666,0.07725908607244492,0.18801917135715485,0.05375375598669052,102928.34375,43958.7734375,58969.5703125,102039.8359375,43220.99609375,58818.83984375,0.008632294833660126,0.016783392056822777,0.0025560720823705196,0.8632294833660126,8.460826478898525,0.9845646834373474,7.909638075158,0.9829702174663544,1.0615176260471344,0.9141941914707423,1.1839976230446876,12.179463768973656,12.179463768973656,greedy,1.1839976230446876,0.0,hard_fault_cluster,,False
7,N2078,observe,1.6601488590240479,1.0633546245098116,1.2355270504951477,-0.08012436628341671,0.6911805059313776,1.103115760591013,0.5785211163361402,0.06872892787909722,1.6601488590240479,0.780540943145752,0.9263851821422577,1.1340627908706664,0.007805409431457519,0.42472490668296814,0.03776314854621887,1.2774385213851929,1.5677928924560547,0.04134048707783222,0.10757892578840256,-0.024897951632738113,0.03776314854621887,-2.2168478167057035,0.08253253251314163,0.19376163184642792,0.05776037648320198,102042.390625,43227.1796875,58815.21484375,102131.6484375,43497.1953125,58634.453125,-0.0008747130632400513,-0.006246431730687618,0.0030733835883438587,-0.08747130632400513,9.071557343006134,1.231651861667633,8.457829274237156,1.2347406935691834,1.3630037546157838,1.3515743906795978,1.103115760591013,13.28257952956467,13.28257952956467,greedy,1.103115760591013,0.0,hard_fault_cluster,,False
8,N3865,control0,1.3792517185211182,1.0962571223825215,1.0388373196125031,0.17302165918052198,0.712567129548639,1.0966094147680474,0.005456411206807135,0.0645648526427892,1.3792517185211182,0.7766590118408203,1.0744060911238194,1.1981618881225584,0.007766590118408203,0.4304688572883606,0.04294249415397644,1.0886722803115845,1.5695730447769165,0.052024735137820244,0.12628382444381714,-0.02223435416817665,0.04294249415397644,-0.16971648454666138,0.07537662982940674,0.18516334891319275,0.04965202510356903,102131.6796875,43497.234375,58634.4453125,101076.015625,42668.1484375,58407.87109375,0.01033630408346653,0.019060658290982246,0.00386418285779655,1.033630408346653,8.35726448893547,0.8601913309097291,7.742563359439373,0.8360219454765321,1.1269759610295296,1.2013017588853836,1.0966094147680474,14.379188944332718,14.379188944332718,greedy,1.0966094147680474,0.0,hard_fault_cluster,,False
9,N5343,control0,1.2190487384796143,1.064153884127736,0.49696271419525145,0.2384554884582758,0.6917000246830285,1.1115351191112885,0.7811844994942415,0.06065306597126335,1.2190487384796143,0.7523881196975708,0.945819269940257,0.21740170121192925,0.007523881196975708,0.45033520460128784,0.047296613454818726,1.1272189617156982,1.817813754081726,0.07035632245242596,0.17004910111427307,-0.029336456209421158,0.047296613454818726,0.731081146299839,0.07488934695720673,0.19199980795383453,0.05074801295995712,101075.34375,42667.3359375,58408.0078125,100757.9140625,42332.9921875,58424.921875,0.0031405254267156124,0.007836058735847473,-0.00028958465554751456,0.31405254267156124,8.288619428873062,1.0806635063886643,7.68885587900877,1.0888122719526292,0.9136925429105758,0.48690769553184504,1.1115351191112885,15.490724063444006,15.490724063444006,greedy,1.1115351191112885,0.0,hard_fault_cluster,,False
10,N6272,control0,1.237144947052002,1.2371152777969838,1.943514633178711,0.13198468700051308,0.8041249305680395,1.2608302545611347,0.41621080409628436,0.05697828247309231,1.237144947052002,0.7679759860038757,0.9695204854011535,2.2200092017650603,0.007679759860038758,0.4537605345249176,0.04639669507741928,1.0619823932647705,1.7168744802474976,0.08044575713574886,0.1534869372844696,0.007404576987028122,0.04639669507741928,-0.3814351043105126,0.07244922965765,0.18719181418418884,0.048062585294246674,100758.859375,42334.1875,58424.66796875,99973.328125,41830.8046875,58142.52734375,0.007796150632202625,0.011890692636370659,0.00482913525775075,0.7796150632202625,8.059295646846294,1.0021400809288026,7.448516136035323,1.021207904815674,1.2309324532747268,2.4616381277143953,1.2608302545611347,16.75155431800514,16.75155431800514,greedy,1.2608302545611347,0.0,hard_fault_cluster,,False
