step,node,type,q_pred,q_pred_context,q_pred_type_context,q_pred_lcb_context,q_pred_context_lcb,q_typed_residual_context,q_typed_trust_context,q_typed_reliable_context,typed_residual_correction,typed_residual_effective_alpha,typed_trust_support_count,typed_trust_required_heads,typed_trust_eligible,typed_trust_correction,typed_reliable_correction,typed_reliable_support_count,typed_reliable_required_heads,typed_reliable_eligible,typed_reliable_applied_correction,score_pred,reward_pred,reward_pred_context,reward_pred_type_context,fc_pred,pattern_pred,return_pred,typed_marginal_pred,typed_return_pred,typed_sa_reduction_total_pred,typed_sa0_reduction_pred,typed_sa1_reduction_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,consensus_pred_context,consensus_pred_type_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy,adaptive_confidence_gap,adaptive_expanded
1,new_n28915,observe,2.2556748390197754,4.778083428554237,3.523075914382934,0.9731118669733404,3.1057542285602544,4.878083428554237,4.778083428554237,4.778083428554237,1.0,0.1,3,2,1,0.0,1.0,2,1,1,0.0,2.2556748390197754,1.821820616722107,5.920058622024953,5.999999999999999,0.01821820616722107,0.39665111899375916,-0.037562295794487,2.538987636566162,3.318026304244995,0.13532940298318863,0.10162629187107086,0.1690325140953064,-0.037562295794487,1.9562173897400494,0.14962279796600342,0.15087732672691345,0.15091365575790405,1217.35107421875,536.10009765625,681.2509765625,1186.26953125,525.98779296875,660.2817993164062,0.025532111525535583,0.018862716853618622,0.030780399218201637,2.5532111525535583,16.74653811752796,6.369184039607644,15.408344376832247,6.369184039607644,4.826277413405478,4.628441940704361,4.778083428554237,4.778083428554237,4.778083428554237,greedy,4.778083428554237,0.0,hard_fault_cluster,0.008125188083057518,False
2,new_n15297,observe,3.6668484210968018,6.1398692983388905,4.651671373844146,0.47082591712474836,3.990915043920279,6.238318942039431,6.1398692983388905,6.1398692983388905,1.0,0.09844964370054085,3,2,1,0.0,1.0,2,1,1,0.0,3.6668484210968018,3.839993476867676,5.658912679553032,4.550692105293273,0.03839993476867676,0.40906402468681335,-0.08994697034358978,3.150890588760376,3.2620508670806885,0.14840685576200485,0.011230126023292542,0.28558358550071716,-0.08994697034358978,-4.404652392268181,0.1628064066171646,0.15684865415096283,0.15719562768936157,1186.22021484375,525.95947265625,660.2607421875,1175.5977783203125,521.0286865234375,654.569091796875,0.008954860270023346,0.009374840185046196,0.008620306849479675,0.8954860270023346,20.030687168240547,5.892608453035354,17.218152288347483,5.892608453035354,6.331521132588387,4.597247186154128,6.1398692983388905,10.917952726893127,10.917952726893127,greedy,6.1398692983388905,0.0,hard_fault_cluster,0.0006317119393557525,True
3,new_n15299,observe,6.099814414978027,7.359516068249941,4.917428684234618,1.246964770704508,4.783685444362462,7.456439391697575,7.359516068249941,7.359516068249941,1.0,0.09692332344763442,3,2,1,0.0,1.0,2,1,1,0.0,6.099814414978027,5.60354471206665,6.75027732104063,4.796665120124816,0.05603544712066651,0.4679012596607208,-0.07512886077165604,3.810274839401245,3.4745404720306396,0.13940436393022537,-0.08254598081111908,0.3613547086715698,-0.07512886077165604,2.098761707544327,0.1543712019920349,0.16686801612377167,0.1469387710094452,1175.592041015625,521.010498046875,654.58154296875,1159.6539306640625,509.7499084472656,649.904052734375,0.013557517901062965,0.021612979471683502,0.007145771756768227,1.3557517901062965,20.965536050498486,6.772662225961685,16.81922416202724,6.521242252588272,6.244495385885239,4.769459264278412,7.359516068249941,18.27746879514307,18.27746879514307,greedy,7.359516068249941,0.0,hard_fault_cluster,0.0008002400720216072,True
4,__buf_split_39847,observe,7.825204849243164,6.586959962472319,5.999999999999999,0.7553381579369306,4.281523975607008,6.682380629069238,6.586959962472319,6.586959962472319,1.0,0.09542066659691884,3,2,1,0.0,0.5635210726448527,2,1,1,0.0,7.825204849243164,6.8309645652771,4.428686482459306,4.246820688247681,0.06830964565277099,0.5153151750564575,-0.05956435948610306,3.7624223232269287,3.4153387546539307,0.07374390214681625,-0.2028322070837021,0.3503200113773346,-0.05956435948610306,1.5618853926658627,0.14077115058898926,0.16115285456180573,0.1315540075302124,1159.87451171875,509.7038879394531,650.1705932617188,1155.28173828125,504.2421875,651.03955078125,0.003959715832024813,0.010715438053011894,-0.001336506917141378,0.39597158320248127,20.848515264689922,5.618797248005867,15.769965110346675,4.7627901965379715,4.72258227467537,4.7867604552209375,6.586959962472319,24.864428757615386,24.864428757615386,greedy,6.586959962472319,0.0,hard_fault_cluster,0.016786293123408146,False
5,__buf_split_39851,observe,9.641703605651855,6.560491377860307,5.903902530670165,0.7384945131838321,4.2643193956092,6.654432684141655,6.560491377860307,6.560491377860307,1.0,0.09394130628134759,3,2,1,0.0,0.7775418546535309,2,1,1,0.0,9.641703605651855,7.983021259307861,5.155013947188854,4.305693984031677,0.07983021259307861,0.5494272708892822,-0.05886109918355942,4.3784589767456055,3.60364031791687,0.02763630449771881,-0.3154011368751526,0.3706737458705902,-0.05886109918355942,0.31245766758918747,0.13638541102409363,0.17281219363212585,0.1262435019016266,1155.20361328125,504.32891845703125,650.8746337890625,1149.865478515625,498.4766845703125,651.3887939453125,0.004620946943759918,0.011604002676904202,-0.0007899526972323656,0.4620946943759918,21.562701262533665,4.871513463258743,15.619581142440438,3.7331717264652253,5.15701716542244,4.751262646988034,6.560491377860307,31.424920135475695,31.424920135475695,greedy,6.560491377860307,0.0,hard_fault_cluster,0.026400565726408445,False
6,__buf_split_20818,observe,11.652766227722168,5.144455911964179,3.5958955764770506,0.9850125782191754,3.3438963427767163,5.236940793285799,5.144455911964179,5.144455911964179,1.0,0.09248488132162049,3,2,1,0.0,0.8195219878614459,2,1,1,0.0,11.652766227722168,9.21146297454834,5.916352428123355,4.921586608886718,0.0921146297454834,0.5796433687210083,-0.03976432979106903,4.402383327484131,3.6572439670562744,0.0020442456007003784,-0.3230176568031311,0.32710614800453186,-0.03976432979106903,0.7998987405747173,0.1317947655916214,0.18438781797885895,0.12255164980888367,1149.961181640625,498.3983154296875,651.5628662109375,1144.347900390625,492.72882080078125,651.6190795898438,0.004881279077380896,0.0113754291087389,-8.62746819620952e-05,0.48812790773808956,22.35117520391941,3.7832382260262967,15.472401220351458,3.3111599980294706,4.597193370386957,3.828810139205306,5.144455911964179,36.569376047439874,36.569376047439874,greedy,5.144455911964179,0.0,hard_fault_cluster,0.018838492920566358,False
7,__aig_and_31990,control1,11.200904846191406,1.9748981995880606,1.872677707672119,0.32390523448586467,1.2836838297322395,2.0184968417678792,2.0230724790704087,2.0396631022469403,0.4788374084369277,0.09105103613800342,2,2,1,0.529090953004992,1.0,2,1,1,0.7113033020373016,11.200904846191406,9.172619819641113,1.9461217001080513,2.109740829467773,0.09172619819641113,0.5754090547561646,-0.015591194853186607,4.870002746582031,3.4648075103759766,-0.3547026813030243,-0.8803614974021912,0.17095613479614258,-0.015591194853186607,0.8629121202230454,0.06639837473630905,0.11741743981838226,0.06491667032241821,1144.062255859375,492.58953857421875,651.4727783203125,1164.282958984375,501.96331787109375,662.319580078125,-0.017674477770924568,-0.01902959495782852,-0.01664966158568859,-1.7674477770924568,15.796866098418832,1.3122425413131713,8.929094629827887,1.2118268585205079,1.3881276518106458,1.4760152660310268,2.0396631022469403,38.609039149686815,38.609039149686815,greedy,2.0396631022469403,0.0,hard_fault_cluster,0.0015097188148707318,True
8,new_n29146,observe,11.14155387878418,2.3985074474569408,3.1467713117599487,0.4244191205780952,1.5590298408470116,2.488146868120456,2.468320130029603,2.4383489255843123,1.0,0.08963942066351505,3,2,1,0.7788167533425101,0.9768561777226461,2,1,1,0.44446380657598206,11.14155387878418,9.138938903808594,2.4043460150249305,3.243590974807739,0.09138938903808594,0.570920467376709,-0.010255945846438408,4.04262113571167,3.4308972358703613,-0.010640472173690796,-0.46425336599349976,0.44297242164611816,-0.010255945846438408,0.5789686740934848,0.07739631831645966,0.12599660456180573,0.07494869828224182,1164.6019287109375,502.1022033691406,662.499755859375,1161.667236328125,498.33221435546875,663.3349609375,0.0025199102237820625,0.007508409675210714,-0.0012606873642653227,0.25199102237820625,16.86831478960812,2.150935780778527,10.021802571136504,2.1390813825279476,2.064130412042141,2.9080101854726674,2.4383489255843123,41.04738807527113,41.04738807527113,greedy,2.4383489255843123,0.0,hard_fault_cluster,0.11739397664413032,False
9,__aig_and_62955,control0,9.712199211120605,1.6785212056338787,1.8112883687019348,0.29357072219252583,1.0910387836620212,1.6785212056338787,1.6785212056338787,1.6785212056338787,0.0,0.08824969025845955,0,3,0,0.0,0.17334367498599706,0,2,0,0.0,9.712199211120605,8.499689102172852,1.3782277680933477,1.5210803270339965,0.08499689102172851,0.5475921630859375,0.005012461915612221,3.354029655456543,2.8865950107574463,-0.26095590740442276,-0.5198125839233398,-0.0020992308855056763,0.005012461915612221,1.0810815970599652,0.037937991321086884,0.0768430083990097,0.04037880152463913,1162.16162109375,498.4100341796875,663.7516479492188,1166.065673828125,501.52459716796875,664.5410766601562,-0.003359302645549178,-0.006248997524380684,-0.0011893435148522258,-0.3359302645549178,12.298500696197152,1.1079271704703568,5.919974523130804,1.0761661798506974,1.1692569576203824,1.462849233262241,1.6785212056338787,42.72590928090501,42.72590928090501,greedy,1.6785212056338787,0.0,hard_fault_cluster,0.038826979472140755,False
10,__aig_not_62966,control0,9.577939987182617,1.81462237842381,2.682557415962219,0.4326672641187906,1.1795045459754765,1.814883305809935,1.81462237842381,1.81462237842381,0.0030032558050647187,0.08688150562628433,3,3,1,0.0,0.1986036658118861,2,2,1,0.0,9.577939987182617,8.572422981262207,1.724877131357789,2.7761098742485046,0.08572422981262207,0.5422216653823853,0.024886520579457283,3.3633651733398438,3.0694613456726074,-0.25455833971500397,-0.43066418170928955,-0.07845249772071838,0.024886520579457283,1.7939406440034509,0.026411406695842743,0.07728603482246399,0.030834686011075974,1165.8624267578125,501.58795166015625,664.2744750976562,1166.6923828125,497.0553894042969,669.6370239257812,-0.0007118816138245165,0.00903642550110817,-0.008072790689766407,-0.07118816138245165,11.238450171425939,1.1619941042736173,4.79046804504469,1.0359801100566983,1.2545679684728384,2.3850727776251732,1.81462237842381,44.54053165932882,44.54053165932882,greedy,1.81462237842381,0.0,hard_fault_cluster,0.1268443074212728,False
