benchmark_id	state_id	candidate_strategy	score_field	k	oracle_top_m	candidate_count	oracle_action_recall	oracle_node_recall	regret	best_in_topk_delta_tc	oracle_best_delta_tc	top1_real_delta_tc	top1_regret	negative_top1
subckt_0001	initial	cached_stride	reward_pred	8	5	18	0.8	0.6666666666666666	0.024430000000000063	0.0040999999999999925	0.028530000000000055	0.0040999999999999925	0.024430000000000063	0
subckt_0001	initial	cached_stride	reward_pred	16	5	18	0.8	1.0	0.024430000000000063	0.0040999999999999925	0.028530000000000055	0.0040999999999999925	0.024430000000000063	0
subckt_0001	initial	cached_stride	reward_pred	18	5	18	1.0	1.0	0.0	0.028530000000000055	0.028530000000000055	0.0040999999999999925	0.024430000000000063	0
subckt_0001	initial	cached_stride	guarded_reward	8	5	18	0.4	1.0	0.024430000000000063	0.0040999999999999925	0.028530000000000055	0.0040999999999999925	0.024430000000000063	0
subckt_0001	initial	cached_stride	guarded_reward	16	5	18	1.0	1.0	0.0	0.028530000000000055	0.028530000000000055	0.0040999999999999925	0.024430000000000063	0
subckt_0001	initial	cached_stride	guarded_reward	18	5	18	1.0	1.0	0.0	0.028530000000000055	0.028530000000000055	0.0040999999999999925	0.024430000000000063	0
subckt_0001	initial	cached_stride	hard_reduction_total_pred	8	5	18	0.4	0.6666666666666666	0.024430000000000063	0.0040999999999999925	0.028530000000000055	0.0040999999999999925	0.024430000000000063	0
subckt_0001	initial	cached_stride	hard_reduction_total_pred	16	5	18	0.8	1.0	0.024430000000000063	0.0040999999999999925	0.028530000000000055	0.0040999999999999925	0.024430000000000063	0
subckt_0001	initial	cached_stride	hard_reduction_total_pred	18	5	18	1.0	1.0	0.0	0.028530000000000055	0.028530000000000055	0.0040999999999999925	0.024430000000000063	0
subckt_0001	initial	cached_stride	hybrid_pred	8	5	18	0.4	0.6666666666666666	0.024430000000000063	0.0040999999999999925	0.028530000000000055	0.0040999999999999925	0.024430000000000063	0
subckt_0001	initial	cached_stride	hybrid_pred	16	5	18	0.8	1.0	0.024430000000000063	0.0040999999999999925	0.028530000000000055	0.0040999999999999925	0.024430000000000063	0
subckt_0001	initial	cached_stride	hybrid_pred	18	5	18	1.0	1.0	0.0	0.028530000000000055	0.028530000000000055	0.0040999999999999925	0.024430000000000063	0
subckt_0001	initial	cached_hard_cone	reward_pred	8	5	18	0.8	1.0	0.0	0.0040999999999999925	0.0040999999999999925	0.0040999999999999925	0.0	0
subckt_0001	initial	cached_hard_cone	reward_pred	16	5	18	1.0	1.0	0.0	0.0040999999999999925	0.0040999999999999925	0.0040999999999999925	0.0	0
subckt_0001	initial	cached_hard_cone	reward_pred	18	5	18	1.0	1.0	0.0	0.0040999999999999925	0.0040999999999999925	0.0040999999999999925	0.0	0
subckt_0001	initial	cached_hard_cone	guarded_reward	8	5	18	0.4	1.0	0.0	0.0040999999999999925	0.0040999999999999925	0.0040999999999999925	0.0	0
subckt_0001	initial	cached_hard_cone	guarded_reward	16	5	18	1.0	1.0	0.0	0.0040999999999999925	0.0040999999999999925	0.0040999999999999925	0.0	0
subckt_0001	initial	cached_hard_cone	guarded_reward	18	5	18	1.0	1.0	0.0	0.0040999999999999925	0.0040999999999999925	0.0040999999999999925	0.0	0
subckt_0001	initial	cached_hard_cone	hard_reduction_total_pred	8	5	18	0.6	1.0	0.0	0.0040999999999999925	0.0040999999999999925	0.0040999999999999925	0.0	0
subckt_0001	initial	cached_hard_cone	hard_reduction_total_pred	16	5	18	1.0	1.0	0.0	0.0040999999999999925	0.0040999999999999925	0.0040999999999999925	0.0	0
subckt_0001	initial	cached_hard_cone	hard_reduction_total_pred	18	5	18	1.0	1.0	0.0	0.0040999999999999925	0.0040999999999999925	0.0040999999999999925	0.0	0
subckt_0001	initial	cached_hard_cone	hybrid_pred	8	5	18	0.6	1.0	0.0	0.0040999999999999925	0.0040999999999999925	0.0040999999999999925	0.0	0
subckt_0001	initial	cached_hard_cone	hybrid_pred	16	5	18	1.0	1.0	0.0	0.0040999999999999925	0.0040999999999999925	0.0040999999999999925	0.0	0
subckt_0001	initial	cached_hard_cone	hybrid_pred	18	5	18	1.0	1.0	0.0	0.0040999999999999925	0.0040999999999999925	0.0040999999999999925	0.0	0
subckt_0001	initial	cached_random	reward_pred	8	5	18	0.4	0.75	0.02812999999999999	0.0040999999999999925	0.03222999999999998	0.0040999999999999925	0.02812999999999999	0
subckt_0001	initial	cached_random	reward_pred	16	5	18	1.0	1.0	0.0	0.03222999999999998	0.03222999999999998	0.0040999999999999925	0.02812999999999999	0
subckt_0001	initial	cached_random	reward_pred	18	5	18	1.0	1.0	0.0	0.03222999999999998	0.03222999999999998	0.0040999999999999925	0.02812999999999999	0
subckt_0001	initial	cached_random	guarded_reward	8	5	18	0.4	0.75	0.027779999999999916	0.004450000000000065	0.03222999999999998	-0.0014800000000000368	0.03371000000000002	1
subckt_0001	initial	cached_random	guarded_reward	16	5	18	0.8	1.0	0.0	0.03222999999999998	0.03222999999999998	-0.0014800000000000368	0.03371000000000002	1
subckt_0001	initial	cached_random	guarded_reward	18	5	18	1.0	1.0	0.0	0.03222999999999998	0.03222999999999998	-0.0014800000000000368	0.03371000000000002	1
subckt_0001	initial	cached_random	hard_reduction_total_pred	8	5	18	0.6	0.75	0.027779999999999916	0.004450000000000065	0.03222999999999998	0.0040999999999999925	0.02812999999999999	0
subckt_0001	initial	cached_random	hard_reduction_total_pred	16	5	18	0.8	1.0	0.027779999999999916	0.004450000000000065	0.03222999999999998	0.0040999999999999925	0.02812999999999999	0
subckt_0001	initial	cached_random	hard_reduction_total_pred	18	5	18	1.0	1.0	0.0	0.03222999999999998	0.03222999999999998	0.0040999999999999925	0.02812999999999999	0
subckt_0001	initial	cached_random	hybrid_pred	8	5	18	0.6	0.75	0.027779999999999916	0.004450000000000065	0.03222999999999998	0.0040999999999999925	0.02812999999999999	0
subckt_0001	initial	cached_random	hybrid_pred	16	5	18	0.8	1.0	0.027779999999999916	0.004450000000000065	0.03222999999999998	0.0040999999999999925	0.02812999999999999	0
subckt_0001	initial	cached_random	hybrid_pred	18	5	18	1.0	1.0	0.0	0.03222999999999998	0.03222999999999998	0.0040999999999999925	0.02812999999999999	0
subckt_0012	initial	cached_stride	reward_pred	8	5	18	0.2	0.6	0.0	0.0006099999999999994	0.0006099999999999994	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_stride	reward_pred	16	5	18	0.8	1.0	0.0	0.0006099999999999994	0.0006099999999999994	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_stride	reward_pred	18	5	18	1.0	1.0	0.0	0.0006099999999999994	0.0006099999999999994	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_stride	guarded_reward	8	5	18	0.2	0.6	0.0	0.0006099999999999994	0.0006099999999999994	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_stride	guarded_reward	16	5	18	0.8	1.0	0.0	0.0006099999999999994	0.0006099999999999994	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_stride	guarded_reward	18	5	18	1.0	1.0	0.0	0.0006099999999999994	0.0006099999999999994	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_stride	hard_reduction_total_pred	8	5	18	0.2	0.6	0.0	0.0006099999999999994	0.0006099999999999994	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_stride	hard_reduction_total_pred	16	5	18	0.8	1.0	0.0	0.0006099999999999994	0.0006099999999999994	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_stride	hard_reduction_total_pred	18	5	18	1.0	1.0	0.0	0.0006099999999999994	0.0006099999999999994	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_stride	hybrid_pred	8	5	18	0.2	0.6	0.0	0.0006099999999999994	0.0006099999999999994	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_stride	hybrid_pred	16	5	18	0.8	1.0	0.0	0.0006099999999999994	0.0006099999999999994	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_stride	hybrid_pred	18	5	18	1.0	1.0	0.0	0.0006099999999999994	0.0006099999999999994	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_hard_cone	reward_pred	8	5	18	0.0	1.0	0.00029999999999996696	0.00031000000000003247	0.0006099999999999994	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_hard_cone	reward_pred	16	5	18	0.8	1.0	0.0	0.0006099999999999994	0.0006099999999999994	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_hard_cone	reward_pred	18	5	18	1.0	1.0	0.0	0.0006099999999999994	0.0006099999999999994	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_hard_cone	guarded_reward	8	5	18	0.0	1.0	0.00029999999999996696	0.00031000000000003247	0.0006099999999999994	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_hard_cone	guarded_reward	16	5	18	0.8	1.0	0.0	0.0006099999999999994	0.0006099999999999994	0.00031000000000003247	0.00029999999999996696	0
