benchmark_id	state_id	candidate_strategy	score_field	oracle_best_action	oracle_best_delta_tc	model_top1_action	model_top1_pred	model_top1_real_delta_tc	top1_regret	negative_top1
subckt_0001	initial	cached_stride	reward_pred	__aig_and_11368::observe	0.028530000000000055	__buf_split_551::control1	0.5156126618385315	0.0040999999999999925	0.024430000000000063	0
subckt_0001	initial	cached_stride	guarded_reward	__aig_and_11368::observe	0.028530000000000055	__buf_split_1126::control1	0.28435182571411133	0.0040999999999999925	0.024430000000000063	0
subckt_0001	initial	cached_stride	hard_reduction_total_pred	__aig_and_11368::observe	0.028530000000000055	__buf_split_1126::control1	0.14881496131420135	0.0040999999999999925	0.024430000000000063	0
subckt_0001	initial	cached_stride	hybrid_pred	__aig_and_11368::observe	0.028530000000000055	__buf_split_1126::control1	15.681086897850037	0.0040999999999999925	0.024430000000000063	0
subckt_0001	initial	cached_hard_cone	reward_pred	__buf_split_551::control0	0.0040999999999999925	__buf_split_551::control1	0.5156126618385315	0.0040999999999999925	0.0	0
subckt_0001	initial	cached_hard_cone	guarded_reward	__buf_split_551::control0	0.0040999999999999925	__aig_and_1491::control1	0.29107874631881714	0.0040999999999999925	0.0	0
subckt_0001	initial	cached_hard_cone	hard_reduction_total_pred	__buf_split_551::control0	0.0040999999999999925	__buf_split_552::control1	0.14901046454906464	0.0040999999999999925	0.0	0
subckt_0001	initial	cached_hard_cone	hybrid_pred	__buf_split_551::control0	0.0040999999999999925	__buf_split_552::control1	15.696924209594727	0.0040999999999999925	0.0	0
subckt_0001	initial	cached_random	reward_pred	__aig_and_11376::observe	0.03222999999999998	__buf_split_1193::control1	0.5162681341171265	0.0040999999999999925	0.02812999999999999	0
subckt_0001	initial	cached_random	guarded_reward	__aig_and_11376::observe	0.03222999999999998	new_n5967::control1	0.29130828380584717	-0.0014800000000000368	0.03371000000000002	1
subckt_0001	initial	cached_random	hard_reduction_total_pred	__aig_and_11376::observe	0.03222999999999998	new_n1090::control1	0.14929677546024323	0.0040999999999999925	0.02812999999999999	0
subckt_0001	initial	cached_random	hybrid_pred	__aig_and_11376::observe	0.03222999999999998	new_n1090::control1	15.734950184822083	0.0040999999999999925	0.02812999999999999	0
subckt_0012	initial	cached_stride	reward_pred	__buf_split_1::observe	0.0006099999999999994	__buf_split_1::control0	0.1266380101442337	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_stride	guarded_reward	__buf_split_1::observe	0.0006099999999999994	__buf_split_1::control0	0.06743407249450684	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_stride	hard_reduction_total_pred	__buf_split_1::observe	0.0006099999999999994	__buf_split_1::control1	0.0451059490442276	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_stride	hybrid_pred	__buf_split_1::observe	0.0006099999999999994	__buf_split_1::control1	4.700321584939957	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_hard_cone	reward_pred	__buf_split_1::observe	0.0006099999999999994	__buf_split_5::control0	0.12767618894577026	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_hard_cone	guarded_reward	__buf_split_1::observe	0.0006099999999999994	__buf_split_1::control0	0.06743407249450684	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_hard_cone	hard_reduction_total_pred	__buf_split_1::observe	0.0006099999999999994	__buf_split_6::control1	0.047421544790267944	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_hard_cone	hybrid_pred	__buf_split_1::observe	0.0006099999999999994	__buf_split_6::control1	4.926323622465134	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_random	reward_pred	__buf_split_141::observe	0.0006099999999999994	__buf_split_25::control0	0.12559480965137482	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_random	guarded_reward	__buf_split_141::observe	0.0006099999999999994	__buf_split_25::control0	0.06450855731964111	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_random	hard_reduction_total_pred	__buf_split_141::observe	0.0006099999999999994	__buf_split_25::control1	0.04654328525066376	0.00031000000000003247	0.00029999999999996696	0
subckt_0012	initial	cached_random	hybrid_pred	__buf_split_141::observe	0.0006099999999999994	__buf_split_25::control1	4.841871038079262	0.00031000000000003247	0.00029999999999996696	0
subckt_0021	initial	cached_stride	reward_pred	I655::observe	0.00043999999999999595	I655::control1	0.3378702998161316	0.000220000000000109	0.00021999999999988695	0
subckt_0021	initial	cached_stride	guarded_reward	I655::observe	0.00043999999999999595	I655::control1	0.3217603862285614	0.000220000000000109	0.00021999999999988695	0
subckt_0021	initial	cached_stride	hard_reduction_total_pred	I655::observe	0.00043999999999999595	G267::control0	0.10448643565177917	-0.0021900000000001363	0.0026300000000001322	1
subckt_0021	initial	cached_stride	hybrid_pred	I655::observe	0.00043999999999999595	G267::control0	11.087018877267838	-0.0021900000000001363	0.0026300000000001322	1
subckt_0021	initial	cached_hard_cone	reward_pred	I655::observe	0.00043999999999999595	__buf_split_20::control1	0.3387465476989746	0.000220000000000109	0.00021999999999988695	0
subckt_0021	initial	cached_hard_cone	guarded_reward	I655::observe	0.00043999999999999595	I680::control0	0.32332462072372437	0.000220000000000109	0.00021999999999988695	0
subckt_0021	initial	cached_hard_cone	hard_reduction_total_pred	I655::observe	0.00043999999999999595	__buf_split_20::control1	0.10410061478614807	0.000220000000000109	0.00021999999999988695	0
subckt_0021	initial	cached_hard_cone	hybrid_pred	I655::observe	0.00043999999999999595	__buf_split_20::control1	11.062087774276733	0.000220000000000109	0.00021999999999988695	0
subckt_0021	initial	cached_random	reward_pred	G261::observe	0.00043999999999999595	G242::control1	0.33990830183029175	0.000220000000000109	0.00021999999999988695	0
subckt_0021	initial	cached_random	guarded_reward	G261::observe	0.00043999999999999595	G261::control1	0.31820034980773926	-0.0021900000000001363	0.0026300000000001322	1
subckt_0021	initial	cached_random	hard_reduction_total_pred	G261::observe	0.00043999999999999595	G261::observe	0.10453581809997559	0.00043999999999999595	0.0	0
subckt_0021	initial	cached_random	hybrid_pred	G261::observe	0.00043999999999999595	G261::observe	11.098475337028503	0.00043999999999999595	0.0	0
subckt_0061	initial	cached_stride	reward_pred	__buf_split_1::observe	0.00016999999999989246	__buf_split_1::control1	0.30258697271347046	8.999999999992347e-05	7.999999999996898e-05	0
subckt_0061	initial	cached_stride	guarded_reward	__buf_split_1::observe	0.00016999999999989246	__buf_split_1::control1	0.30258697271347046	8.999999999992347e-05	7.999999999996898e-05	0
subckt_0061	initial	cached_stride	hard_reduction_total_pred	__buf_split_1::observe	0.00016999999999989246	__aig_not_334::observe	0.07711915671825409	0.00016999999999989246	0.0	0
subckt_0061	initial	cached_stride	hybrid_pred	__buf_split_1::observe	0.00016999999999989246	__aig_not_334::observe	8.258115202188492	0.00016999999999989246	0.0	0
subckt_0061	initial	cached_hard_cone	reward_pred	__buf_split_1::observe	0.00016999999999989246	__buf_split_1::control1	0.30258697271347046	8.999999999992347e-05	7.999999999996898e-05	0
subckt_0061	initial	cached_hard_cone	guarded_reward	__buf_split_1::observe	0.00016999999999989246	__buf_split_1::control1	0.30258697271347046	8.999999999992347e-05	7.999999999996898e-05	0
subckt_0061	initial	cached_hard_cone	hard_reduction_total_pred	__buf_split_1::observe	0.00016999999999989246	__buf_split_3::observe	0.07435500621795654	0.00016999999999989246	0.0	0
