node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
__buf_split_104,1,0,1,0,0
__buf_split_105,1,0,1,0,0
__buf_split_110,1,0,1,0,0
__buf_split_111,1,0,1,0,0
__buf_split_116,1,0,1,0,0
__buf_split_117,1,0,1,0,0
__buf_split_261,1,0,1,0,0
__buf_split_86,1,0,1,0,0
__buf_split_87,1,0,1,0,0
__buf_split_90,1,0,1,0,0
__buf_split_91,1,0,1,0,0
__buf_split_94,1,0,1,0,0
__buf_split_95,1,0,1,0,0
__buf_split_98,1,0,1,0,0
__buf_split_99,1,0,1,0,0
__tpi_cp_11_n_380,1,0,0,0,1
__tpi_cp_14___buf_split_217,1,0,0,0,1
__tpi_cp_15_n_127,1,0,0,0,1
__tpi_cp_16_n_131,1,0,0,0,1
__tpi_cp_17___aig_and_288,1,0,0,1,0
__tpi_cp_18_n_135,1,0,0,0,1
__tpi_cp_19___buf_split_70,1,0,0,0,1
__tpi_cp_1___buf_split_270,1,0,0,0,1
__tpi_cp_20___aig_not_126,1,0,0,0,1
__tpi_cp_27_n_151,1,0,0,0,1
__tpi_cp_2___buf_split_149,1,0,0,0,1
__tpi_cp_33_n_227,1,0,0,0,1
__tpi_cp_34_n_147,1,0,0,0,1
__tpi_cp_35___aig_not_77,1,0,0,0,1
__tpi_cp_37___aig_not_61,1,0,0,0,1
__tpi_cp_38_n_224,1,0,0,0,1
__tpi_cp_42_n_143,1,0,0,0,1
__tpi_cp_43_n_139,1,0,0,0,1
__tpi_cp_45_n_416,1,0,0,1,0
__tpi_cp_46___aig_and_343,1,0,0,1,0
__tpi_cp_49___aig_and_330,1,0,0,1,0
__tpi_cp_4_n_428,1,0,0,0,1
__tpi_cp_50_n_247,1,0,0,1,0
__tpi_cp_51___aig_and_124,1,0,0,1,0
__tpi_cp_54___buf_split_67,1,0,0,1,0
__tpi_cp_6___aig_not_335,1,0,0,0,1
__tpi_cp_7_n_422,1,0,0,0,1
__tpi_cp_9___buf_split_265,1,0,0,0,1
