benchmark_id,sequence_id,step,seed,random_patterns,candidate_count,inserted_count,candidate_id,net,type,insertion_sequence,source_bench_sha256,inserted_bench_sha256,total_faults,detected_faults,test_coverage,fault_coverage,pattern_count,effective_pattern_count,baseline_test_coverage,baseline_fault_coverage,baseline_pattern_count,baseline_effective_pattern_count,delta_test_coverage,delta_fault_coverage,delta_pattern_count,delta_effective_pattern_count,fault_list_path,fault_csv_path,hard_fault_summary_path,hard_fault_count,undetected_fault_count,fault_status_counts,work_dir,status,error,source_plan_csv,pred_score,pred_fc,pred_pattern,elapsed_sec,source_sequence_id,source_label_csv
subckt_0295,onpolicy:subckt_0295,32,2026,100000,428,32,-1,143,CP0,"[{""candidate_id"": 133, ""net"": ""__buf_split_73"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 267, ""net"": ""__aig_and_190"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 262, ""net"": ""__buf_split_149"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 39, ""net"": ""159"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 422, ""net"": ""__buf_split_270"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 401, ""net"": ""428"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 29, ""net"": ""154"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 384, ""net"": ""__aig_not_335"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 278, ""net"": ""__buf_split_204"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 421, ""net"": ""__aig_and_352"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 358, ""net"": ""__aig_and_327"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 295, ""net"": ""360"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 414, ""net"": ""__buf_split_266"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 410, ""net"": ""__buf_split_264"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 216, ""net"": ""__aig_not_143"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 180, ""net"": ""__aig_not_118"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 403, ""net"": ""__aig_and_344"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 427, ""net"": ""__aig_and_355"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": -1, ""net"": ""370"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 327, ""net"": ""380"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 354, ""net"": ""__aig_and_324"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 348, ""net"": ""__aig_and_319"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 258, ""net"": ""__aig_and_178"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 344, ""net"": ""__aig_and_316"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 34, ""net"": ""__aig_and_4"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": -1, ""net"": ""147"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 289, ""net"": ""__aig_and_288"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 86, ""net"": ""__aig_and_44"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 368, ""net"": ""__aig_and_331"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": -1, ""net"": ""135"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": -1, ""net"": ""151"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": -1, ""net"": ""143"", ""score"": null, ""type"": ""CP0""}]",6688cbc82ae9cf98a6289ab850171d7c871c1e15c04a611afba1b787e7a181a6,392db6dba3daa34306fc37db49fe27f7bfb6d68766e52e0ccb075941b103d1fd,560,546,0.975,0.975,100000,74,0.9600799999999999,0.9600799999999999,100000,69,0.014920000000000044,0.014920000000000044,0,5,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0295/onpolicy_subckt_0295/step_0032/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0295/onpolicy_subckt_0295/step_0032/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0295/onpolicy_subckt_0295/step_0032/hard_fault_summary.json,14,14,"{""undetected"": 14}",autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0295/onpolicy_subckt_0295/step_0032,ok,,,,,,0.371171236038208,onpolicy:subckt_0295,autoresearch/loop-260720-0945/model_training_round4/onpolicy_source_labels.csv
subckt_0301,onpolicy:subckt_0301,1,2026,100000,337,1,91,I547,CP0,"[{""candidate_id"": 91, ""net"": ""I547"", ""score"": null, ""type"": ""CP0""}]",72e1f402180552eedd35df49f5952d38bc42ee59ed1eabac57aa40284a38d14f,228c6a92767cdea1a5a786cfef3dace9d11c05c66ebb66380ef348738bd339ba,396,383,0.96717,0.96717,100000,69,0.96193,0.96193,100000,69,0.005240000000000022,0.005240000000000022,0,0,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0001/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0001/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0001/hard_fault_summary.json,13,13,"{""undetected"": 13}",autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0001,ok,,,,,,0.6883251667022705,onpolicy:subckt_0301,autoresearch/loop-260720-0945/model_training_round4/onpolicy_source_labels.csv
subckt_0301,onpolicy:subckt_0301,2,2026,100000,337,2,50,__buf_split_49,OP,"[{""candidate_id"": 91, ""net"": ""I547"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 50, ""net"": ""__buf_split_49"", ""score"": null, ""type"": ""OP""}]",72e1f402180552eedd35df49f5952d38bc42ee59ed1eabac57aa40284a38d14f,0366521408d1a464352c9a5a1b9cb899ef2fd4cbb14b394bcbec203282b2455a,400,387,0.9675,0.9675,100000,68,0.96193,0.96193,100000,69,0.005570000000000075,0.005570000000000075,0,-1,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0002/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0002/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0002/hard_fault_summary.json,13,13,"{""undetected"": 13}",autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0002,ok,,,,,,0.5549061298370361,onpolicy:subckt_0301,autoresearch/loop-260720-0945/model_training_round4/onpolicy_source_labels.csv
subckt_0301,onpolicy:subckt_0301,3,2026,100000,337,3,323,__aig_and_144,OP,"[{""candidate_id"": 91, ""net"": ""I547"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 50, ""net"": ""__buf_split_49"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 323, ""net"": ""__aig_and_144"", ""score"": null, ""type"": ""OP""}]",72e1f402180552eedd35df49f5952d38bc42ee59ed1eabac57aa40284a38d14f,d43529ef10cb5e45ee79eb6fdd0dda40f4fcec0d29c67d805c5586649ae6d6f7,404,390,0.9653499999999999,0.9653499999999999,100000,68,0.96193,0.96193,100000,69,0.0034199999999999786,0.0034199999999999786,0,-1,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0003/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0003/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0003/hard_fault_summary.json,14,14,"{""undetected"": 14}",autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0003,ok,,,,,,0.5859546661376953,onpolicy:subckt_0301,autoresearch/loop-260720-0945/model_training_round4/onpolicy_source_labels.csv
subckt_0301,onpolicy:subckt_0301,4,2026,100000,337,4,20,__buf_split_25,OP,"[{""candidate_id"": 91, ""net"": ""I547"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 50, ""net"": ""__buf_split_49"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 323, ""net"": ""__aig_and_144"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 20, ""net"": ""__buf_split_25"", ""score"": null, ""type"": ""OP""}]",72e1f402180552eedd35df49f5952d38bc42ee59ed1eabac57aa40284a38d14f,7558d3bf505d339649e96bd0b1f4cc9d6df77778c61f7d0dfdf4e8fd7986a738,408,394,0.96569,0.96569,100000,67,0.96193,0.96193,100000,69,0.0037600000000000966,0.0037600000000000966,0,-2,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0004/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0004/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0004/hard_fault_summary.json,14,14,"{""undetected"": 14}",autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0004,ok,,,,,,0.5387942790985107,onpolicy:subckt_0301,autoresearch/loop-260720-0945/model_training_round4/onpolicy_source_labels.csv
subckt_0301,onpolicy:subckt_0301,5,2026,100000,337,5,46,__buf_split_42,CP1,"[{""candidate_id"": 91, ""net"": ""I547"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 50, ""net"": ""__buf_split_49"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 323, ""net"": ""__aig_and_144"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 20, ""net"": ""__buf_split_25"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 46, ""net"": ""__buf_split_42"", ""score"": null, ""type"": ""CP1""}]",72e1f402180552eedd35df49f5952d38bc42ee59ed1eabac57aa40284a38d14f,6de68e955826bb8c401d87e1400629207d670fe864d360fefe79cdfa8342235c,412,398,0.96602,0.96602,100000,68,0.96193,0.96193,100000,69,0.004090000000000038,0.004090000000000038,0,-1,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0005/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0005/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0005/hard_fault_summary.json,14,14,"{""undetected"": 14}",autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0005,ok,,,,,,0.4675900936126709,onpolicy:subckt_0301,autoresearch/loop-260720-0945/model_training_round4/onpolicy_source_labels.csv
subckt_0301,onpolicy:subckt_0301,6,2026,100000,337,6,238,__aig_and_63,OP,"[{""candidate_id"": 91, ""net"": ""I547"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 50, ""net"": ""__buf_split_49"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 323, ""net"": ""__aig_and_144"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 20, ""net"": ""__buf_split_25"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 46, ""net"": ""__buf_split_42"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 238, ""net"": ""__aig_and_63"", ""score"": null, ""type"": ""OP""}]",72e1f402180552eedd35df49f5952d38bc42ee59ed1eabac57aa40284a38d14f,e2eb7fa786e8be65a417460204444e1cc0e3e9a61f89b6e02d3867d92524970e,416,402,0.96635,0.96635,100000,68,0.96193,0.96193,100000,69,0.0044200000000000905,0.0044200000000000905,0,-1,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0006/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0006/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0006/hard_fault_summary.json,14,14,"{""undetected"": 14}",autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0006,ok,,,,,,0.474928617477417,onpolicy:subckt_0301,autoresearch/loop-260720-0945/model_training_round4/onpolicy_source_labels.csv
subckt_0301,onpolicy:subckt_0301,7,2026,100000,337,7,295,__buf_split_240,CP0,"[{""candidate_id"": 91, ""net"": ""I547"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 50, ""net"": ""__buf_split_49"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 323, ""net"": ""__aig_and_144"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 20, ""net"": ""__buf_split_25"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 46, ""net"": ""__buf_split_42"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 238, ""net"": ""__aig_and_63"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 295, ""net"": ""__buf_split_240"", ""score"": null, ""type"": ""CP0""}]",72e1f402180552eedd35df49f5952d38bc42ee59ed1eabac57aa40284a38d14f,4af9b993e3ba47f5246fd258cf0a47b4b7d527e0b514d404fc27c0f8b4a6fe81,420,406,0.96667,0.96667,100000,69,0.96193,0.96193,100000,69,0.0047400000000000775,0.0047400000000000775,0,0,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0007/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0007/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0007/hard_fault_summary.json,14,14,"{""undetected"": 14}",autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0007,ok,,,,,,0.4883577823638916,onpolicy:subckt_0301,autoresearch/loop-260720-0945/model_training_round4/onpolicy_source_labels.csv
subckt_0301,onpolicy:subckt_0301,8,2026,100000,337,8,327,__aig_and_145,OP,"[{""candidate_id"": 91, ""net"": ""I547"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 50, ""net"": ""__buf_split_49"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 323, ""net"": ""__aig_and_144"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 20, ""net"": ""__buf_split_25"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 46, ""net"": ""__buf_split_42"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 238, ""net"": ""__aig_and_63"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 295, ""net"": ""__buf_split_240"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 327, ""net"": ""__aig_and_145"", ""score"": null, ""type"": ""OP""}]",72e1f402180552eedd35df49f5952d38bc42ee59ed1eabac57aa40284a38d14f,c0d58e5d1f533bdfd8fb09c898456d1689680ab09021b7c655ebed44b3279694,424,409,0.96462,0.96462,100000,69,0.96193,0.96193,100000,69,0.002690000000000081,0.002690000000000081,0,0,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0008/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0008/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0008/hard_fault_summary.json,15,15,"{""undetected"": 15}",autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0008,ok,,,,,,0.42911529541015625,onpolicy:subckt_0301,autoresearch/loop-260720-0945/model_training_round4/onpolicy_source_labels.csv
subckt_0301,onpolicy:subckt_0301,9,2026,100000,337,9,60,__buf_split_55,CP1,"[{""candidate_id"": 91, ""net"": ""I547"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 50, ""net"": ""__buf_split_49"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 323, ""net"": ""__aig_and_144"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 20, ""net"": ""__buf_split_25"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 46, ""net"": ""__buf_split_42"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 238, ""net"": ""__aig_and_63"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 295, ""net"": ""__buf_split_240"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 327, ""net"": ""__aig_and_145"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 60, ""net"": ""__buf_split_55"", ""score"": null, ""type"": ""CP1""}]",72e1f402180552eedd35df49f5952d38bc42ee59ed1eabac57aa40284a38d14f,bec910cd5f28553cd372390ef93dd238d748807249ea20e13df4d95df016f7df,426,411,0.96479,0.96479,100000,69,0.96193,0.96193,100000,69,0.0028600000000000847,0.0028600000000000847,0,0,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0009/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0009/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0009/hard_fault_summary.json,15,15,"{""undetected"": 15}",autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0009,ok,,,,,,0.4196147918701172,onpolicy:subckt_0301,autoresearch/loop-260720-0945/model_training_round4/onpolicy_source_labels.csv
subckt_0301,onpolicy:subckt_0301,10,2026,100000,337,10,37,__buf_split_30,CP1,"[{""candidate_id"": 91, ""net"": ""I547"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 50, ""net"": ""__buf_split_49"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 323, ""net"": ""__aig_and_144"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 20, ""net"": ""__buf_split_25"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 46, ""net"": ""__buf_split_42"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 238, ""net"": ""__aig_and_63"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 295, ""net"": ""__buf_split_240"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 327, ""net"": ""__aig_and_145"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 60, ""net"": ""__buf_split_55"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 37, ""net"": ""__buf_split_30"", ""score"": null, ""type"": ""CP1""}]",72e1f402180552eedd35df49f5952d38bc42ee59ed1eabac57aa40284a38d14f,42caf9a2b3b916b3180f219cd2cca30b42c6e55c5d7c803e70447a1116ed2a0f,428,413,0.9649500000000001,0.9649500000000001,100000,69,0.96193,0.96193,100000,69,0.0030200000000001337,0.0030200000000001337,0,0,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0010/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0010/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0010/hard_fault_summary.json,15,15,"{""undetected"": 15}",autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0010,ok,,,,,,0.419827938079834,onpolicy:subckt_0301,autoresearch/loop-260720-0945/model_training_round4/onpolicy_source_labels.csv
subckt_0301,onpolicy:subckt_0301,11,2026,100000,337,11,293,G137,CP0,"[{""candidate_id"": 91, ""net"": ""I547"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 50, ""net"": ""__buf_split_49"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 323, ""net"": ""__aig_and_144"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 20, ""net"": ""__buf_split_25"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 46, ""net"": ""__buf_split_42"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 238, ""net"": ""__aig_and_63"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 295, ""net"": ""__buf_split_240"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 327, ""net"": ""__aig_and_145"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 60, ""net"": ""__buf_split_55"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 37, ""net"": ""__buf_split_30"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 293, ""net"": ""G137"", ""score"": null, ""type"": ""CP0""}]",72e1f402180552eedd35df49f5952d38bc42ee59ed1eabac57aa40284a38d14f,a9644c08a73201684993f6f384abee7fdf2ebda3ac71d4c72cbc096789d4d8e0,430,415,0.96512,0.96512,100000,69,0.96193,0.96193,100000,69,0.003190000000000026,0.003190000000000026,0,0,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0011/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0011/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0011/hard_fault_summary.json,15,15,"{""undetected"": 15}",autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0011,ok,,,,,,0.4918844699859619,onpolicy:subckt_0301,autoresearch/loop-260720-0945/model_training_round4/onpolicy_source_labels.csv
subckt_0301,onpolicy:subckt_0301,12,2026,100000,337,12,164,__buf_split_149,OP,"[{""candidate_id"": 91, ""net"": ""I547"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 50, ""net"": ""__buf_split_49"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 323, ""net"": ""__aig_and_144"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 20, ""net"": ""__buf_split_25"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 46, ""net"": ""__buf_split_42"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 238, ""net"": ""__aig_and_63"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 295, ""net"": ""__buf_split_240"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 327, ""net"": ""__aig_and_145"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 60, ""net"": ""__buf_split_55"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 37, ""net"": ""__buf_split_30"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 293, ""net"": ""G137"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 164, ""net"": ""__buf_split_149"", ""score"": null, ""type"": ""OP""}]",72e1f402180552eedd35df49f5952d38bc42ee59ed1eabac57aa40284a38d14f,c62a77b35d48580e695f5e8b3785cb576d26f62124dcf19cabca792613438943,434,419,0.96544,0.96544,100000,69,0.96193,0.96193,100000,69,0.003510000000000013,0.003510000000000013,0,0,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0012/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0012/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0012/hard_fault_summary.json,15,15,"{""undetected"": 15}",autoresearch/loop-260720-0945/model_training_round4/onpolicy_real_labels/sequences/subckt_0301/onpolicy_subckt_0301/step_0012,ok,,,,,,0.4406397342681885,onpolicy:subckt_0301,autoresearch/loop-260720-0945/model_training_round4/onpolicy_source_labels.csv
