node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
__aig_not_1,1,0,1,0,0
__aig_not_11913,1,0,1,0,0
__aig_not_11916,1,0,1,0,0
__aig_not_12743,1,0,1,0,0
__aig_not_12747,1,0,1,0,0
__aig_not_19,1,0,1,0,0
__aig_not_21,1,0,1,0,0
__aig_not_26,1,0,1,0,0
__aig_not_3,1,0,1,0,0
__buf_split_10,1,0,1,0,0
__buf_split_18,1,0,1,0,0
__buf_split_19,1,0,1,0,0
__buf_split_5,1,0,1,0,0
__buf_split_6,1,0,1,0,0
__buf_split_7028,1,1,0,0,0
__buf_split_7029,1,0,1,0,0
__buf_split_7031,1,0,1,0,0
__tpi_cp_12___aig_and_2,1,0,0,0,1
__tpi_cp_13___aig_not_12684,1,0,0,0,1
__tpi_cp_16___aig_not_12692,1,0,0,0,1
__tpi_cp_17___aig_not_12696,1,0,0,0,1
__tpi_cp_18___aig_not_12657,1,0,0,0,1
__tpi_cp_20___aig_not_12679,1,0,0,0,1
__tpi_cp_21___aig_not_11893,1,0,0,0,1
__tpi_cp_26___buf_split_7028,1,0,0,1,0
__tpi_cp_7_new_n5238,1,0,0,0,1
__tpi_cp_8_new_n5604,1,0,0,0,1
