checkpoint	score_field	benchmark_id	state_id	prefix_step	candidate_count	selected_action	selected_type	best_action	best_type	top1_hit	type_hit	within_best_type_top1_hit	within_best_type_regret_pp	selected_delta_tc_pp	best_delta_tc_pp	top1_regret_pp	negative_top1	spearman	pairwise_accuracy	same_type_pairwise_accuracy
round8_incumbent	typed_marginal_pred	subckt_0012	prefix_0144	144	9	__buf_split_239::observe	observe	349::observe	observe	0	1	0	0.10500000000001064	0.027999999999983594	0.13299999999999423	0.10500000000001064	0	0.5229577884350213	0.72	0.5
round8_incumbent	typed_return_pred	subckt_0012	prefix_0144	144	9	351::observe	observe	349::observe	observe	0	1	0	0.0	0.13299999999999423	0.13299999999999423	0.0	0	0.7981987297166114	0.92	0.75
round8_incumbent	typed_sa_reduction_total_pred	subckt_0012	prefix_0144	144	9	__buf_split_239::observe	observe	349::observe	observe	0	1	0	0.10500000000001064	0.027999999999983594	0.13299999999999423	0.10500000000001064	0	-0.027524094128159014	0.48	0.0
round8_incumbent	typed_marginal_pred	subckt_0012	prefix_0176	176	9	__aig_not_30::observe	observe	349::observe	observe	0	1	0	0.09299999999999864	0.02300000000000635	0.11600000000000499	0.09299999999999864	0	0.7768985960673559	0.9	0.0
round8_incumbent	typed_return_pred	subckt_0012	prefix_0176	176	9	__aig_not_30::observe	observe	349::observe	observe	0	1	0	0.09299999999999864	0.02300000000000635	0.11600000000000499	0.09299999999999864	0	0.7768985960673559	0.9	0.0
round8_incumbent	typed_sa_reduction_total_pred	subckt_0012	prefix_0176	176	9	__aig_not_30::observe	observe	349::observe	observe	0	1	0	0.09299999999999864	0.02300000000000635	0.11600000000000499	0.09299999999999864	0	0.7768985960673559	0.9	0.0
round8_incumbent	typed_marginal_pred	subckt_0012	prefix_0208	208	9	__buf_split_55::observe	observe	349::observe	observe	0	1	0	0.08299999999999974	0.01900000000000235	0.10200000000000209	0.08299999999999974	0	0.4634170386185182	0.6206896551724138	0.0
round8_incumbent	typed_return_pred	subckt_0012	prefix_0208	208	9	__buf_split_55::observe	observe	349::observe	observe	0	1	0	0.08299999999999974	0.01900000000000235	0.10200000000000209	0.08299999999999974	0	0.4634170386185182	0.6206896551724138	0.0
round8_incumbent	typed_sa_reduction_total_pred	subckt_0012	prefix_0208	208	9	__buf_split_55::observe	observe	349::observe	observe	0	1	0	0.08299999999999974	0.01900000000000235	0.10200000000000209	0.08299999999999974	0	0.3322612729717678	0.6206896551724138	0.2
round8_incumbent	typed_marginal_pred	subckt_0012	prefix_0240	240	9	135::observe	observe	__aig_and_288::observe	observe	0	1	0	0.007999999999996898	0.007999999999996898	0.015999999999993797	0.007999999999996898	0	0.6592443967173135	0.8076923076923077	0.5
round8_incumbent	typed_return_pred	subckt_0012	prefix_0240	240	9	__aig_and_289::observe	observe	__aig_and_288::observe	observe	0	1	0	0.0	0.015999999999993797	0.015999999999993797	0.0	0	0.6859705209085559	0.8461538461538461	0.6666666666666666
round8_incumbent	typed_sa_reduction_total_pred	subckt_0012	prefix_0240	240	9	135::observe	observe	__aig_and_288::observe	observe	0	1	0	0.007999999999996898	0.007999999999996898	0.015999999999993797	0.007999999999996898	0	0.40980057093238403	0.6538461538461539	0.0
round8_incumbent	typed_marginal_pred	subckt_0012	prefix_0255	255	9	__aig_not_2::observe	observe	__aig_and_288::observe	observe	0	1	0	0.0	0.015999999999993797	0.015999999999993797	0.0	0	0.6151857064768763	0.7586206896551724	0.4
round8_incumbent	typed_return_pred	subckt_0012	prefix_0255	255	9	__aig_not_2::observe	observe	__aig_and_288::observe	observe	0	1	0	0.0	0.015999999999993797	0.015999999999993797	0.0	0	0.6585086435527127	0.7931034482758621	0.6
round8_incumbent	typed_sa_reduction_total_pred	subckt_0012	prefix_0255	255	9	__aig_not_2::observe	observe	__aig_and_288::observe	observe	0	1	0	0.0	0.015999999999993797	0.015999999999993797	0.0	0	0.5285398323252036	0.6896551724137931	0.2
round8_incumbent	typed_marginal_pred	subckt_0230	prefix_0144	144	9	__aig_and_25853::observe	observe	__aig_and_23026::observe	observe	0	1	0	0.0	0.000999999999995449	0.000999999999995449	0.0	0	0.5612486080160912	0.7307692307692307	0.0
round8_incumbent	typed_return_pred	subckt_0230	prefix_0144	144	9	__aig_and_25853::observe	observe	__aig_and_23026::observe	observe	0	1	0	0.0	0.000999999999995449	0.000999999999995449	0.0	0	0.5077963596336063	0.6923076923076923	0.0
round8_incumbent	typed_sa_reduction_total_pred	subckt_0230	prefix_0144	144	9	__aig_and_23026::observe	observe	__aig_and_23026::observe	observe	1	1	1	0.0	0.000999999999995449	0.000999999999995449	0.0	0	0.8819620983110005	0.9615384615384616	1.0
round8_incumbent	typed_marginal_pred	subckt_0230	prefix_0176	176	9	__aig_and_23176::observe	observe	__aig_and_23122::observe	observe	0	1	0	0.0	0.000999999999995449	0.000999999999995449	0.0	0	0.6708203932499369	0.8260869565217391	0.5
round8_incumbent	typed_return_pred	subckt_0230	prefix_0176	176	9	__aig_and_23176::observe	observe	__aig_and_23122::observe	observe	0	1	0	0.0	0.000999999999995449	0.000999999999995449	0.0	0	0.6708203932499369	0.8260869565217391	0.5
round8_incumbent	typed_sa_reduction_total_pred	subckt_0230	prefix_0176	176	9	__aig_and_23176::observe	observe	__aig_and_23122::observe	observe	0	1	0	0.0	0.000999999999995449	0.000999999999995449	0.0	0	0.8385254915624211	0.9565217391304348	1.0
round8_incumbent	typed_marginal_pred	subckt_0230	prefix_0208	208	9	__aig_and_45352::observe	observe	__aig_and_45352::observe	observe	1	1	1	0.0	0.000999999999995449	0.000999999999995449	0.0	0	0.5196152422706631	0.8	0.75
round8_incumbent	typed_return_pred	subckt_0230	prefix_0208	208	9	__aig_and_24675::observe	observe	__aig_and_45352::observe	observe	0	1	0	0.0	0.000999999999995449	0.000999999999995449	0.0	0	0.4330127018922193	0.75	0.5
round8_incumbent	typed_sa_reduction_total_pred	subckt_0230	prefix_0208	208	9	__aig_and_45352::observe	observe	__aig_and_45352::observe	observe	1	1	1	0.0	0.000999999999995449	0.000999999999995449	0.0	0	0.5196152422706631	0.8	0.5
round8_incumbent	typed_marginal_pred	subckt_0230	prefix_0240	240	9	__buf_split_17185::observe	observe	__buf_split_17185::observe	observe	1	1	1	0.0	0.034999999999996145	0.034999999999996145	0.0	0	0.7905694150420948	0.8928571428571429	1.0
round8_incumbent	typed_return_pred	subckt_0230	prefix_0240	240	9	__buf_split_17185::observe	observe	__buf_split_17185::observe	observe	1	1	1	0.0	0.034999999999996145	0.034999999999996145	0.0	0	0.7378647873726218	0.8571428571428571	0.75
round8_incumbent	typed_sa_reduction_total_pred	subckt_0230	prefix_0240	240	9	new_n16093::control1	control1	__buf_split_17185::observe	observe	0	0	0	0.034000000000000696	-0.06800000000000139	0.034999999999996145	0.10299999999999754	1	0.23717082451262844	0.5714285714285714	0.25
round8_incumbent	typed_marginal_pred	subckt_0230	prefix_0255	255	9	__aig_and_24678::observe	observe	__aig_and_25933::observe	observe	0	1	0	0.0	0.0010000000000065512	0.0010000000000065512	0.0	0	0.7216053531635458	0.8461538461538461	1.0
round8_incumbent	typed_return_pred	subckt_0230	prefix_0255	255	9	__aig_and_25925::observe	observe	__aig_and_25933::observe	observe	0	1	0	0.0	0.0010000000000065512	0.0010000000000065512	0.0	0	0.6681531047810609	0.8076923076923077	0.5
round8_incumbent	typed_sa_reduction_total_pred	subckt_0230	prefix_0255	255	9	__aig_and_25933::observe	observe	__aig_and_25933::observe	observe	1	1	1	0.0	0.0010000000000065512	0.0010000000000065512	0.0	0	0.6147008563985761	0.7692307692307693	0.5
round8_incumbent	typed_marginal_pred	subckt_0266	prefix_0144	144	9	__aig_not_61946::observe	observe	new_n28906::control1	control1	0	0	0	1.1319999999999997	0.0340000000000118	1.0619999999999963	1.0279999999999845	0	0.6638838859069907	0.7727272727272727	0.4375
round8_incumbent	typed_return_pred	subckt_0266	prefix_0144	144	9	__aig_and_32887::observe	observe	new_n28906::control1	control1	0	0	0	1.1319999999999997	0.20799999999999708	1.0619999999999963	0.8539999999999992	0	0.1356127007241621	0.5757575757575758	0.625
round8_incumbent	typed_sa_reduction_total_pred	subckt_0266	prefix_0144	144	9	__aig_not_61946::observe	observe	new_n28906::control1	control1	0	0	0	1.1319999999999997	0.0340000000000118	1.0619999999999963	1.0279999999999845	0	0.35747593856530263	0.6212121212121212	0.1875
round8_incumbent	typed_marginal_pred	subckt_0266	prefix_0176	176	9	__aig_not_61968::observe	observe	new_n28906::control1	control1	0	0	1	0.0	0.034000000000000696	0.9180000000000077	0.884000000000007	0	0.5966597228393727	0.6764705882352942	0.5714285714285714
round8_incumbent	typed_return_pred	subckt_0266	prefix_0176	176	9	__aig_not_61946::observe	observe	new_n28906::control1	control1	0	0	1	0.0	0.034000000000000696	0.9180000000000077	0.884000000000007	0	0.16807316136320358	0.5588235294117647	0.42857142857142855
round8_incumbent	typed_sa_reduction_total_pred	subckt_0266	prefix_0176	176	9	__aig_not_61946::observe	observe	new_n28906::control1	control1	0	0	0	1.228000000000018	0.034000000000000696	0.9180000000000077	0.884000000000007	0	0.07563292261344161	0.5588235294117647	0.2857142857142857
round8_incumbent	typed_marginal_pred	subckt_0266	prefix_0208	208	9	__aig_not_32109::observe	observe	new_n28906::control1	control1	0	0	0	0.45400000000000995	0.031999999999998696	0.8489999999999998	0.8170000000000011	0	0.8086937042208112	0.84375	0.4
round8_incumbent	typed_return_pred	subckt_0266	prefix_0208	208	9	__buf_split_40525::control0	control0	new_n28906::control1	control1	0	0	0	0.8489999999999998	-0.060000000000004494	0.8489999999999998	0.9090000000000042	1	-0.3490151776110869	0.40625	0.4
round8_incumbent	typed_sa_reduction_total_pred	subckt_0266	prefix_0208	208	9	__aig_not_32109::observe	observe	new_n28906::control1	control1	0	0	0	0.45400000000000995	0.031999999999998696	0.8489999999999998	0.8170000000000011	0	0.3575277429186744	0.59375	0.6
round8_incumbent	typed_marginal_pred	subckt_0266	prefix_0240	240	9	__buf_split_40519::observe	observe	new_n28906::control1	control1	0	0	1	0.0	0.09700000000000264	0.7869999999999933	0.6899999999999906	0	0.6907536990728856	0.7931034482758621	1.0
round8_incumbent	typed_return_pred	subckt_0266	prefix_0240	240	9	new_n16338::observe	observe	new_n28906::control1	control1	0	0	0	0.8439999999999892	0.09700000000000264	0.7869999999999933	0.6899999999999906	0	-0.17487435419566724	0.4827586206896552	0.4
round8_incumbent	typed_sa_reduction_total_pred	subckt_0266	prefix_0240	240	9	new_n16338::observe	observe	new_n28906::control1	control1	0	0	0	0.8439999999999892	0.09700000000000264	0.7869999999999933	0.6899999999999906	0	0.4371858854891681	0.6551724137931034	0.2
round8_incumbent	typed_marginal_pred	subckt_0266	prefix_0255	255	9	__aig_not_32166::observe	observe	new_n28906::control1	control1	0	0	1	0.0	0.09299999999999864	0.7610000000000006	0.6680000000000019	0	0.7342360411356583	0.8181818181818182	1.0
round8_incumbent	typed_return_pred	subckt_0266	prefix_0255	255	9	__buf_split_64::observe	observe	new_n28906::control1	control1	0	0	0	0.7489999999999997	0.024999999999997247	0.7610000000000006	0.7360000000000033	0	-0.2700638312223111	0.3939393939393939	0.2857142857142857
round8_incumbent	typed_sa_reduction_total_pred	subckt_0266	prefix_0255	255	9	__buf_split_91::observe	observe	new_n28906::control1	control1	0	0	0	0.7489999999999997	0.024999999999997247	0.7610000000000006	0.7360000000000033	0	0.5148091782675306	0.696969696969697	0.42857142857142855
round8_incumbent	typed_marginal_pred	subckt_0288	prefix_0144	144	9	U781::observe	observe	__buf_split_1279::observe	observe	0	1	0	0.09900000000000464	0.08000000000000229	0.17900000000000693	0.09900000000000464	0	0.7694471584609359	0.8275862068965517	0.3333333333333333
round8_incumbent	typed_return_pred	subckt_0288	prefix_0144	144	9	GT_122_U9::observe	observe	__buf_split_1279::observe	observe	0	1	0	0.09900000000000464	0.08000000000000229	0.17900000000000693	0.09900000000000464	0	0.49839190945765166	0.7241379310344828	0.5
round8_incumbent	typed_sa_reduction_total_pred	subckt_0288	prefix_0144	144	9	__buf_split_1279::observe	observe	__buf_split_1279::observe	observe	1	1	1	0.0	0.17900000000000693	0.17900000000000693	0.0	0	0.7257285699120191	0.8620689655172413	0.6666666666666666
round8_incumbent	typed_marginal_pred	subckt_0288	prefix_0176	176	9	__aig_not_358::observe	observe	U781::observe	observe	0	1	0	0.0	0.06699999999999484	0.06699999999999484	0.0	0	0.8944271909999159	1.0	1.0
round8_incumbent	typed_return_pred	subckt_0288	prefix_0176	176	9	__aig_not_358::observe	observe	U781::observe	observe	0	1	0	0.0	0.06699999999999484	0.06699999999999484	0.0	0	0.7826237921249264	0.9130434782608695	1.0
round8_incumbent	typed_sa_reduction_total_pred	subckt_0288	prefix_0176	176	9	__aig_not_358::observe	observe	U781::observe	observe	0	1	0	0.0	0.06699999999999484	0.06699999999999484	0.0	0	0.8944271909999159	1.0	1.0
round8_incumbent	typed_marginal_pred	subckt_0288	prefix_0208	208	9	SUB_103_U7::observe	observe	U781::observe	observe	0	1	0	0.0	0.05899999999999794	0.05899999999999794	0.0	0	0.8819620983110005	0.9615384615384616	1.0
round8_incumbent	typed_return_pred	subckt_0288	prefix_0208	208	9	__aig_not_659::observe	observe	U781::observe	observe	0	1	0	0.0	0.05899999999999794	0.05899999999999794	0.0	0	0.6147008563985761	0.7692307692307693	1.0
round8_incumbent	typed_sa_reduction_total_pred	subckt_0288	prefix_0208	208	9	SUB_103_U7::observe	observe	U781::observe	observe	0	1	0	0.0	0.05899999999999794	0.05899999999999794	0.0	0	0.6859705209085559	0.8461538461538461	1.0
round8_incumbent	typed_marginal_pred	subckt_0288	prefix_0240	240	9	__buf_split_755::observe	observe	U781::observe	observe	0	1	0	0.0	0.051000000000001044	0.051000000000001044	0.0	0	0.7270600746852064	0.8518518518518519	0.5
round8_incumbent	typed_return_pred	subckt_0288	prefix_0240	240	9	__aig_not_659::observe	observe	U781::observe	observe	0	1	0	0.0	0.051000000000001044	0.051000000000001044	0.0	0	0.5763281079821758	0.7407407407407407	0.25
round8_incumbent	typed_sa_reduction_total_pred	subckt_0288	prefix_0240	240	9	U781::observe	observe	U781::observe	observe	1	1	1	0.0	0.051000000000001044	0.051000000000001044	0.0	0	0.8068593511750461	0.8888888888888888	1.0
round8_incumbent	typed_marginal_pred	subckt_0288	prefix_0255	255	9	__buf_split_814::observe	observe	__aig_not_659::observe	observe	0	1	0	0.0	0.048000000000003595	0.048000000000003595	0.0	0	0.5805273568162073	0.7241379310344828	0.4
round8_incumbent	typed_return_pred	subckt_0288	prefix_0255	255	9	__aig_not_659::observe	observe	__aig_not_659::observe	observe	1	1	1	0.0	0.048000000000003595	0.048000000000003595	0.0	0	0.5631981819858727	0.7241379310344828	0.4
round8_incumbent	typed_sa_reduction_total_pred	subckt_0288	prefix_0255	255	9	__buf_split_799::observe	observe	__aig_not_659::observe	observe	0	1	0	0.0	0.048000000000003595	0.048000000000003595	0.0	0	0.39857102109769454	0.6896551724137931	0.8
round8_incumbent	typed_marginal_pred	subckt_0309	prefix_0144	144	9	__aig_and_201::observe	observe	__aig_and_6::observe	observe	0	1	0	0.0	0.01500000000000945	0.01500000000000945	0.0	0	0.939858145324779	1.0	1.0
round8_incumbent	typed_return_pred	subckt_0309	prefix_0144	144	9	__aig_and_6::observe	observe	__aig_and_6::observe	observe	1	1	1	0.0	0.01500000000000945	0.01500000000000945	0.0	0	0.691593729578611	0.7777777777777778	0.6666666666666666
round8_incumbent	typed_sa_reduction_total_pred	subckt_0309	prefix_0144	144	9	__aig_and_201::observe	observe	__aig_and_6::observe	observe	0	1	0	0.0	0.01500000000000945	0.01500000000000945	0.0	0	0.8955252139415347	0.9629629629629629	1.0
round8_incumbent	typed_marginal_pred	subckt_0309	prefix_0176	176	9	__buf_split_309::observe	observe	2425::observe	observe	0	1	0	0.0	0.0160000000000049	0.0160000000000049	0.0	0	0.7267220926874316	0.8695652173913043	0.5
round8_incumbent	typed_return_pred	subckt_0309	prefix_0176	176	9	5278::observe	observe	2425::observe	observe	0	1	0	0.0	0.0160000000000049	0.0160000000000049	0.0	0	0.6149186938124421	0.782608695652174	0.0
round8_incumbent	typed_sa_reduction_total_pred	subckt_0309	prefix_0176	176	9	__buf_split_309::observe	observe	2425::observe	observe	0	1	0	0.0	0.0160000000000049	0.0160000000000049	0.0	0	0.4844813951249544	0.7391304347826086	0.5
round8_incumbent	typed_marginal_pred	subckt_0309	prefix_0208	208	9	__buf_split_694::observe	observe	2425::observe	observe	0	1	0	0.0	0.0160000000000049	0.0160000000000049	0.0	0	0.7267220926874316	0.8695652173913043	0.5
round8_incumbent	typed_return_pred	subckt_0309	prefix_0208	208	9	2425::observe	observe	2425::observe	observe	1	1	1	0.0	0.0160000000000049	0.0160000000000049	0.0	0	0.6708203932499369	0.8260869565217391	0.0
round8_incumbent	typed_sa_reduction_total_pred	subckt_0309	prefix_0208	208	9	__buf_split_694::observe	observe	2425::observe	observe	0	1	0	0.0	0.0160000000000049	0.0160000000000049	0.0	0	0.11180339887498948	0.5652173913043478	0.5
round8_incumbent	typed_marginal_pred	subckt_0309	prefix_0240	240	9	2425::observe	observe	2425::observe	observe	1	1	1	0.0	0.014999999999998348	0.014999999999998348	0.0	0	0.7826237921249264	0.9130434782608695	0.5
round8_incumbent	typed_return_pred	subckt_0309	prefix_0240	240	9	__buf_split_1083::observe	observe	2425::observe	observe	0	1	0	0.0	0.014999999999998348	0.014999999999998348	0.0	0	0.6149186938124421	0.782608695652174	0.0
round8_incumbent	typed_sa_reduction_total_pred	subckt_0309	prefix_0240	240	9	2425::observe	observe	2425::observe	observe	1	1	1	0.0	0.014999999999998348	0.014999999999998348	0.0	0	0.8385254915624211	0.9565217391304348	1.0
round8_incumbent	typed_marginal_pred	subckt_0309	prefix_0255	255	9	2425::observe	observe	__buf_split_1192::observe	observe	0	1	0	0.04900000000001015	0.014999999999998348	0.0640000000000085	0.04900000000001015	0	0.8532469179729294	0.92	0.5
round8_incumbent	typed_return_pred	subckt_0309	prefix_0255	255	9	__buf_split_1192::observe	observe	__buf_split_1192::observe	observe	1	1	1	0.0	0.0640000000000085	0.0640000000000085	0.0	0	0.6330541649476573	0.8	0.5
round8_incumbent	typed_sa_reduction_total_pred	subckt_0309	prefix_0255	255	9	__buf_split_307::observe	observe	__buf_split_1192::observe	observe	0	1	0	0.04900000000001015	0.014999999999998348	0.0640000000000085	0.04900000000001015	0	0.7981987297166114	0.88	0.5
round8_incumbent	typed_marginal_pred	subckt_0360	prefix_0144	144	9	SUB_103_U17::observe	observe	SUB_110_U7::observe	observe	0	1	0	0.0	0.06099999999998884	0.06099999999998884	0.0	0	0.6151857064768763	0.7586206896551724	0.6
round8_incumbent	typed_return_pred	subckt_0360	prefix_0144	144	9	SUB_103_U17::observe	observe	SUB_110_U7::observe	observe	0	1	0	0.0	0.06099999999998884	0.06099999999998884	0.0	0	0.6585086435527127	0.7931034482758621	0.4
round8_incumbent	typed_sa_reduction_total_pred	subckt_0360	prefix_0144	144	9	SUB_103_U17::observe	observe	SUB_110_U7::observe	observe	0	1	0	0.0	0.06099999999998884	0.06099999999998884	0.0	0	0.39857102109769454	0.6551724137931034	0.4
round8_incumbent	typed_marginal_pred	subckt_0360	prefix_0176	176	9	__buf_split_802::observe	observe	__aig_and_384::observe	observe	0	1	0	0.0	0.055000000000005045	0.055000000000005045	0.0	0	0.66717323096788	0.7931034482758621	0.75
round8_incumbent	typed_return_pred	subckt_0360	prefix_0176	176	9	__aig_and_384::observe	observe	__aig_and_384::observe	observe	1	1	1	0.0	0.055000000000005045	0.055000000000005045	0.0	0	0.6758378183830472	0.7931034482758621	1.0
round8_incumbent	typed_sa_reduction_total_pred	subckt_0360	prefix_0176	176	9	__buf_split_802::observe	observe	__aig_and_384::observe	observe	0	1	0	0.0	0.055000000000005045	0.055000000000005045	0.0	0	0.2166146853791818	0.5517241379310345	0.0
round8_incumbent	typed_marginal_pred	subckt_0360	prefix_0208	208	9	U1016::observe	observe	__buf_split_967::observe	observe	0	1	0	0.0	0.051000000000001044	0.051000000000001044	0.0	0	0.5285398323252036	0.6896551724137931	0.25
round8_incumbent	typed_return_pred	subckt_0360	prefix_0208	208	9	__buf_split_967::observe	observe	__buf_split_967::observe	observe	1	1	1	0.0	0.051000000000001044	0.051000000000001044	0.0	0	0.4765523078342	0.6551724137931034	0.0
round8_incumbent	typed_sa_reduction_total_pred	subckt_0360	prefix_0208	208	9	__buf_split_967::observe	observe	__buf_split_967::observe	observe	1	1	1	0.0	0.051000000000001044	0.051000000000001044	0.0	0	0.511210657494869	0.6896551724137931	0.5
round8_incumbent	typed_marginal_pred	subckt_0360	prefix_0240	240	9	__buf_split_1011::observe	observe	__buf_split_518::observe	observe	0	1	0	0.0	0.04999999999999449	0.04999999999999449	0.0	0	0.5984873720496733	0.7419354838709677	0.3333333333333333
round8_incumbent	typed_return_pred	subckt_0360	prefix_0240	240	9	__buf_split_1277::observe	observe	__buf_split_518::observe	observe	0	1	0	0.0	0.04999999999999449	0.04999999999999449	0.0	0	0.7352844856610271	0.8064516129032258	0.3333333333333333
round8_incumbent	typed_sa_reduction_total_pred	subckt_0360	prefix_0240	240	9	__buf_split_518::observe	observe	__buf_split_518::observe	observe	1	1	1	0.0	0.04999999999999449	0.04999999999999449	0.0	0	0.6070371916503828	0.7419354838709677	0.3333333333333333
round8_incumbent	typed_marginal_pred	subckt_0360	prefix_0255	255	9	__aig_and_950::observe	observe	__aig_and_950::observe	observe	1	1	1	0.0	0.4190000000000027	0.4190000000000027	0.0	0	0.45573271518764996	0.6363636363636364	0.42857142857142855
round8_incumbent	typed_return_pred	subckt_0360	prefix_0255	255	9	__aig_and_950::observe	observe	__aig_and_950::observe	observe	1	1	1	0.0	0.4190000000000027	0.4190000000000027	0.0	0	0.7848730094898416	0.8484848484848485	0.7142857142857143
round8_incumbent	typed_sa_reduction_total_pred	subckt_0360	prefix_0255	255	9	__buf_split_518::observe	observe	__aig_and_950::observe	observe	0	1	0	0.37400000000001876	0.04499999999998394	0.4190000000000027	0.37400000000001876	0	0.2869428206737055	0.6060606060606061	0.2857142857142857
horizon_only_late	typed_marginal_pred	subckt_0012	prefix_0144	144	9	__buf_split_239::observe	observe	349::observe	observe	0	1	0	0.10500000000001064	0.027999999999983594	0.13299999999999423	0.10500000000001064	0	0.5229577884350213	0.72	0.5
horizon_only_late	typed_return_pred	subckt_0012	prefix_0144	144	9	351::observe	observe	349::observe	observe	0	1	0	0.0	0.13299999999999423	0.13299999999999423	0.0	0	0.7981987297166114	0.92	0.75
horizon_only_late	typed_sa_reduction_total_pred	subckt_0012	prefix_0144	144	9	__buf_split_239::observe	observe	349::observe	observe	0	1	0	0.10500000000001064	0.027999999999983594	0.13299999999999423	0.10500000000001064	0	-0.027524094128159014	0.48	0.0
horizon_only_late	typed_marginal_pred	subckt_0012	prefix_0176	176	9	__aig_not_30::observe	observe	349::observe	observe	0	1	0	0.09299999999999864	0.02300000000000635	0.11600000000000499	0.09299999999999864	0	0.7768985960673559	0.9	0.0
horizon_only_late	typed_return_pred	subckt_0012	prefix_0176	176	9	__aig_not_30::observe	observe	349::observe	observe	0	1	0	0.09299999999999864	0.02300000000000635	0.11600000000000499	0.09299999999999864	0	0.7768985960673559	0.9	0.0
horizon_only_late	typed_sa_reduction_total_pred	subckt_0012	prefix_0176	176	9	__aig_not_30::observe	observe	349::observe	observe	0	1	0	0.09299999999999864	0.02300000000000635	0.11600000000000499	0.09299999999999864	0	0.7768985960673559	0.9	0.0
horizon_only_late	typed_marginal_pred	subckt_0012	prefix_0208	208	9	__buf_split_55::observe	observe	349::observe	observe	0	1	0	0.08299999999999974	0.01900000000000235	0.10200000000000209	0.08299999999999974	0	0.4634170386185182	0.6206896551724138	0.0
horizon_only_late	typed_return_pred	subckt_0012	prefix_0208	208	9	__buf_split_55::observe	observe	349::observe	observe	0	1	0	0.08299999999999974	0.01900000000000235	0.10200000000000209	0.08299999999999974	0	0.4634170386185182	0.6206896551724138	0.0
horizon_only_late	typed_sa_reduction_total_pred	subckt_0012	prefix_0208	208	9	__buf_split_55::observe	observe	349::observe	observe	0	1	0	0.08299999999999974	0.01900000000000235	0.10200000000000209	0.08299999999999974	0	0.3322612729717678	0.6206896551724138	0.2
horizon_only_late	typed_marginal_pred	subckt_0012	prefix_0240	240	9	135::observe	observe	__aig_and_288::observe	observe	0	1	0	0.007999999999996898	0.007999999999996898	0.015999999999993797	0.007999999999996898	0	0.7216053531635458	0.8461538461538461	0.5
horizon_only_late	typed_return_pred	subckt_0012	prefix_0240	240	9	__aig_and_289::observe	observe	__aig_and_288::observe	observe	0	1	0	0.0	0.015999999999993797	0.015999999999993797	0.0	0	0.6859705209085559	0.8461538461538461	0.6666666666666666
horizon_only_late	typed_sa_reduction_total_pred	subckt_0012	prefix_0240	240	9	135::observe	observe	__aig_and_288::observe	observe	0	1	0	0.007999999999996898	0.007999999999996898	0.015999999999993797	0.007999999999996898	0	0.40980057093238403	0.6538461538461539	0.0
horizon_only_late	typed_marginal_pred	subckt_0012	prefix_0255	255	9	__aig_not_2::observe	observe	__aig_and_288::observe	observe	0	1	0	0.0	0.015999999999993797	0.015999999999993797	0.0	0	0.6151857064768763	0.7586206896551724	0.4
horizon_only_late	typed_return_pred	subckt_0012	prefix_0255	255	9	__aig_not_2::observe	observe	__aig_and_288::observe	observe	0	1	0	0.0	0.015999999999993797	0.015999999999993797	0.0	0	0.6585086435527127	0.7931034482758621	0.6
horizon_only_late	typed_sa_reduction_total_pred	subckt_0012	prefix_0255	255	9	__aig_not_2::observe	observe	__aig_and_288::observe	observe	0	1	0	0.0	0.015999999999993797	0.015999999999993797	0.0	0	0.5285398323252036	0.6896551724137931	0.2
horizon_only_late	typed_marginal_pred	subckt_0230	prefix_0144	144	9	__aig_and_25853::observe	observe	__aig_and_23026::observe	observe	0	1	0	0.0	0.000999999999995449	0.000999999999995449	0.0	0	0.5612486080160912	0.7307692307692307	0.0
horizon_only_late	typed_return_pred	subckt_0230	prefix_0144	144	9	__aig_and_25853::observe	observe	__aig_and_23026::observe	observe	0	1	0	0.0	0.000999999999995449	0.000999999999995449	0.0	0	0.5077963596336063	0.6923076923076923	0.0
horizon_only_late	typed_sa_reduction_total_pred	subckt_0230	prefix_0144	144	9	__aig_and_23026::observe	observe	__aig_and_23026::observe	observe	1	1	1	0.0	0.000999999999995449	0.000999999999995449	0.0	0	0.8819620983110005	0.9615384615384616	1.0
horizon_only_late	typed_marginal_pred	subckt_0230	prefix_0176	176	9	__aig_and_23176::observe	observe	__aig_and_23122::observe	observe	0	1	0	0.0	0.000999999999995449	0.000999999999995449	0.0	0	0.6708203932499369	0.8260869565217391	0.5
horizon_only_late	typed_return_pred	subckt_0230	prefix_0176	176	9	__aig_and_23176::observe	observe	__aig_and_23122::observe	observe	0	1	0	0.0	0.000999999999995449	0.000999999999995449	0.0	0	0.6708203932499369	0.8260869565217391	0.5
horizon_only_late	typed_sa_reduction_total_pred	subckt_0230	prefix_0176	176	9	__aig_and_23176::observe	observe	__aig_and_23122::observe	observe	0	1	0	0.0	0.000999999999995449	0.000999999999995449	0.0	0	0.8385254915624211	0.9565217391304348	1.0
horizon_only_late	typed_marginal_pred	subckt_0230	prefix_0208	208	9	__aig_and_45352::observe	observe	__aig_and_45352::observe	observe	1	1	1	0.0	0.000999999999995449	0.000999999999995449	0.0	0	0.5196152422706631	0.8	0.75
horizon_only_late	typed_return_pred	subckt_0230	prefix_0208	208	9	__aig_and_24675::observe	observe	__aig_and_45352::observe	observe	0	1	0	0.0	0.000999999999995449	0.000999999999995449	0.0	0	0.5196152422706631	0.8	0.75
