node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
__aig_not_31979,1,0,1,0,0
__aig_not_31981,1,0,1,0,0
__aig_not_31983,1,0,1,0,0
__aig_not_31985,1,0,1,0,0
__aig_not_31987,1,0,1,0,0
__aig_not_31989,1,0,1,0,0
__aig_not_31991,1,0,1,0,0
__aig_not_31994,1,0,1,0,0
__aig_not_32105,1,0,1,0,0
__aig_not_32891,1,0,1,0,0
__aig_not_61921,1,0,1,0,0
__aig_not_61923,1,0,1,0,0
__aig_not_61925,1,0,1,0,0
__aig_not_61927,1,0,1,0,0
__aig_not_61930,1,0,1,0,0
__aig_not_61934,1,0,1,0,0
__aig_not_61944,1,0,1,0,0
__buf_split_20794,1,0,1,0,0
__buf_split_20795,1,0,1,0,0
__buf_split_20797,1,0,1,0,0
__buf_split_20798,1,0,1,0,0
__buf_split_20799,1,0,1,0,0
__buf_split_20800,1,0,1,0,0
__buf_split_20801,1,0,1,0,0
__buf_split_20802,1,0,1,0,0
__buf_split_20803,1,0,1,0,0
__buf_split_20804,1,0,1,0,0
__buf_split_20805,1,0,1,0,0
__buf_split_20806,1,0,1,0,0
__buf_split_20807,1,0,1,0,0
__buf_split_20808,1,0,1,0,0
__buf_split_20809,1,0,1,0,0
__buf_split_20891,1,0,1,0,0
__buf_split_39848,1,0,1,0,0
new_n15285,1,0,1,0,0
new_n15287,1,0,1,0,0
new_n15288,1,0,1,0,0
new_n15289,1,0,1,0,0
new_n15305,1,1,0,0,0
new_n15368,1,1,0,0,0
new_n28919,1,1,0,0,0
new_n28921,1,1,0,0,0
